DAY,MONTH,YEAR,HOURS1,MINUTES1,SECONDS1,BATSE .,BATSE/GBM RA,BATSE/GBM DEC,BATSE/GBM R,"IPN RA1","IPN DEC1","IPN R1","IPN DR1","IPN RA2","IPN DEC2","IPN R2","IPN DR2","WATCH RA","WATCH DEC","WATCH R","COMPTEL RA","COMPTEL DEC","COMPTEL R","EGRET RA","EGRET DEC","EGRET R","PHEBUS RA","PHEBUS DEC","PHEBUS R","SIGMA RA","SIGMA DEC","SIGMA R","SAX RA","SAX DEC","SAX R","HETE RA","HETE DEC","HETE R","KONUS ECLIPTIC1","KONUS ECLIPTIC2","PLANET BLOCKING RA","PLANET BLOCKING DEC","PLANET  BLOCKING RADIUS","OTHER LOCALIZATION RA","OTHER LOCALIZATION DEC","OTHER LOCALIZATION RADIUS",Y,SOD,MN1,YR1,A,B,C,D,JD
13, 'MAR' ,2010,06,54,23,0,169.28,-52.45,3.07,123.7916,23.4754,88.0828,0.4009,145.6997,15.8058,74.3615,0.1734,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-61.90,-41.90,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.28,24863,3,2010,20.00,-13.00,40127.00,122.00,40248.78777
20, 'MAR' ,2010,12,58,04,0,0.00,0.00,0.00,304.3156,-23.0957,37.7334,0.1566,335.0601,-12.9842,7.8405,0.6058,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.60,16.40,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.30,46684,3,2010,20.00,-13.00,40127.00,122.00,40256.04032
22, 'MAR' ,2010,01,05,05,0,23.33,-10.22,1.20,22.0017,6.5085,22.0977,1.6869,337.0614,-12.2989,45.6476,0.0352,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-31.70,-11.70,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.31,03905,3,2010,20.00,-13.00,40127.00,122.00,40257.54520
23, 'MAR' ,2010,00,52,52,0,0.00,0.00,0.00,203.6070,-7.1191,62.2266,21.0243,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,17.00,90.00,173.00,-25.20,66.50,0.0000,0.0000,0.0000,2010.31,03172,3,2010,20.00,-13.00,40127.00,122.00,40258.53671
24, 'MAR' ,2010,04,07,36,0,44.69,-17.33,1.21,304.7879,-22.8620,86.8893,0.0253,339.9218,-11.2730,57.9348,0.0431,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-43.20,-23.20,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.31,14856,3,2010,20.00,-13.00,40127.00,122.00,40259.67194
25, 'MAR' ,2010,06,36,08,0,331.21,-28.13,1.91,341.7350,-10.5915,20.0670,0.1399,26.4021,8.6141,66.2693,2.3156,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.70,-22.70,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.31,23768,3,2010,20.00,-13.00,40127.00,122.00,40260.77509
26, 'MAR' ,2010,09,38,20,0,314.70,0.45,2.39,343.2758,-9.9992,28.1164,0.2588,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.10,21.10,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.32,34700,3,2010,20.00,-13.00,40127.00,122.00,40261.90162
27, 'MAR' ,2010,07,13,17,0,0.00,0.00,0.00,344.5195,-9.5102,33.4941,0.0359,28.4677,9.8795,43.4901,2.6632,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.30,30.30,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.32,25997,3,2010,20.00,-13.00,40127.00,122.00,40262.80089
30, 'MAR' ,2010,07,24,58,0,202.08,0.90,2.52,168.7187,7.7967,32.7315,0.1979,211.6597,-11.6203,15.3389,15.3389,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.60,24.60,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.33,26698,3,2010,20.00,-13.00,40127.00,122.00,40265.80900
31, 'MAR' ,2010,19,19,34,0,0.00,0.00,0.00,306.2021,-22.2831,87.8127,0.2365,170.5418,7.0314,85.3655,0.0891,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-90.00,-67.80,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.33,69574,3,2010,20.00,-13.00,40127.00,122.00,40267.30525
2, 'APR' ,2010,17,38,11,0,0.00,0.00,0.00,34.8262,13.4785,36.1289,36.1289,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,9.00,90.00,61.70,-4.20,66.30,0.0000,0.0000,0.0000,2010.33,63491,4,2010,20.00,-13.00,40127.00,153.00,40269.23485
4, 'APR' ,2010,06,46,24,0,0.00,0.00,0.00,355.8787,-4.6738,52.6461,0.0688,36.2743,14.2220,10.8286,10.8286,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,22.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.34,24384,4,2010,20.00,-13.00,40127.00,153.00,40270.78222
4, 'APR' ,2010,15,00,00,0,0.00,0.00,0.00,356.0953,-4.5854,60.7068,0.0527,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-30.00,-90.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.34,54000,4,2010,20.00,-13.00,40127.00,153.00,40271.12500
4, 'APR' ,2010,23,14,58,0,0.00,0.00,0.00,307.1913,-21.9167,71.7780,0.1436,176.6101,4.3520,67.7319,0.0863,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-47.80,-27.80,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.34,83698,4,2010,20.00,-13.00,40127.00,153.00,40271.46873
10, 'APR' ,2010,17,45,47,0,0.00,0.00,0.00,5.6937,-0.0897,63.8337,0.0810,128.2156,21.4972,88.8618,0.1473,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,25.00,90.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.36,63947,4,2010,20.00,-13.00,40127.00,153.00,40277.24013
14, 'APR' ,2010,02,20,21,0,185.62,15.63,1.00,129.7971,21.0016,61.1221,0.0330,223.5272,-18.4357,41.1230,0.2458,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.00,19.00,0.00,0.00,0.00,191.5900,8.5700,0.1800,2010.37,08421,4,2010,20.00,-13.00,40127.00,153.00,40280.59747
21, 'APR' ,2010,21,59,48,0,350.68,-25.66,2.40,24.7798,9.0809,49.5913,0.3378,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.39,79188,4,2010,20.00,-13.00,40127.00,153.00,40288.41653
22, 'APR' ,2010,10,29,29,0,0.00,0.00,0.00,132.6341,20.0349,62.7805,0.1711,228.8937,-21.0816,43.1511,2.1456,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-26.10,-6.10,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.39,37769,4,2010,20.00,-13.00,40127.00,153.00,40288.93714
23, 'APR' ,2010,05,51,25,0,119.67,5.78,1.50,132.4218,20.0910,14.8691,0.7523,27.2876,10.2433,89.3003,0.0789,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-16.90,3.10,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.39,21085,4,2010,20.00,-13.00,40127.00,153.00,40289.74404
24, 'APR' ,2010,21,01,52,0,7.79,43.35,2.42,30.4485,11.6773,36.8538,0.1093,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.39,75712,4,2010,20.00,-13.00,40127.00,153.00,40291.37630
25, 'APR' ,2010,09,58,36,0,0.00,0.00,0.00,31.4969,12.1083,73.4429,0.0685,50.0422,17.7419,81.2991,1.1060,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.00,90.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.40,35916,4,2010,20.00,-13.00,40127.00,153.00,40291.91569
28, 'APR' ,2010,05,33,27,0,0.00,0.00,0.00,217.1814,-14.5849,72.7983,0.0604,230.8224,-80.5867,22.2660,22.3722,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-54.00,-7.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.40,20007,4,2010,20.00,-13.00,40127.00,153.00,40294.73156
1, 'MAY' ,2010,03,07,21,0,0.00,0.00,0.00,43.1530,16.9363,46.4122,0.1374,52.6074,23.3851,54.7791,8.0996,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,26.40,46.40,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.41,11241,5,2010,20.00,-13.00,40127.00,183.00,40297.63010
2, 'MAY' ,2010,08,33,02,0,131.01,18.38,2.21,45.8474,17.9634,76.5234,0.0580,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.50,16.50,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.42,30782,5,2010,20.00,-13.00,40127.00,183.00,40298.85627
3, 'MAY' ,2010,13,18,03,0,149.26,5.46,1.83,228.4152,-18.8712,79.1376,0.0497,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-14.70,5.30,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.42,47883,5,2010,20.00,-13.00,40127.00,183.00,40300.05420
6, 'MAY' ,2010,05,25,41,0,0.00,0.00,0.00,318.0473,-18.1570,43.6078,0.1214,234.1316,-20.6889,73.1219,0.2155,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-48.50,-28.50,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.43,19541,5,2010,20.00,-13.00,40127.00,183.00,40302.72617
10, 'MAY' ,2010,01,08,37,0,0.00,0.00,0.00,235.3900,-24.6991,81.5991,51.2755,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.00,90.00,285.30,-37.00,66.60,0.0000,0.0000,0.0000,2010.44,04117,5,2010,20.00,-13.00,40127.00,183.00,40306.54765
11, 'MAY' ,2010,00,49,56,0,109.29,-4.65,1.00,64.2256,23.3182,51.8892,0.0502,55.7238,24.9471,59.6484,0.6303,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-33.00,-13.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.44,02996,5,2010,20.00,-13.00,40127.00,183.00,40307.53468
14, 'MAY' ,2010,01,09,50,0,0.00,0.00,0.00,140.9846,17.1232,77.3839,0.0651,70.0815,24.4783,17.6513,0.2924,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,61.5590,8.8120,1.0000,2010.45,04190,5,2010,20.00,-13.00,40127.00,183.00,40310.54850
15, 'MAY' ,2010,11,13,09,0,0.00,0.00,0.00,322.0512,-16.7158,61.3472,0.0592,237.0262,-25.4570,65.9659,1.5981,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,35.00,90.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.45,40389,5,2010,20.00,-13.00,40127.00,183.00,40311.96747
16, 'MAY' ,2010,12,36,57,0,0.00,0.00,0.00,142.0942,16.7205,44.5016,0.0896,254.6818,-25.1392,76.7107,0.0957,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,171.7700,-16.8000,1.0000,2010.46,45417,5,2010,20.00,-13.00,40127.00,183.00,40313.02566
17, 'MAY' ,2010,03,42,08,0,243.59,-10.37,4.21,255.8168,-25.2709,24.9123,0.1982,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.46,13328,5,2010,20.00,-13.00,40127.00,183.00,40313.65426
19, 'MAY' ,2010,04,53,22,0,191.49,57.41,1.00,143.3175,16.2717,54.0783,0.6609,79.3786,25.5967,75.0088,0.4012,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,53.10,90.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.46,17602,5,2010,20.00,-13.00,40127.00,183.00,40315.70373
21, 'MAY' ,2010,21,14,12,0,0.00,0.00,0.00,144.9635,15.6299,81.7575,0.3440,59.6792,21.2893,70.0613,2.8867,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-80.00,-40.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.47,76452,5,2010,20.00,-13.00,40127.00,183.00,40318.38486
27, 'MAY' ,2010,19,04,37,0,226.83,19.78,1.92,272.7558,-25.5022,54.0420,0.4995,240.3097,-26.0595,41.9433,2.5609,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,28.20,48.20,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.49,68677,5,2010,20.00,-13.00,40127.00,183.00,40324.29487
28, 'MAY' ,2010,01,48,03,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,37.00,57.00,0.00,0.00,0.00,311.1190,27.8100,0.0800,2010.49,06483,5,2010,20.00,-13.00,40127.00,183.00,40324.57503
30, 'MAY' ,2010,02,50,39,0,0.00,0.00,0.00,95.2985,25.1698,44.7479,0.3293,148.4540,14.2781,60.2419,0.1762,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-35.40,-15.40,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.49,10239,5,2010,20.00,-13.00,40127.00,183.00,40326.61851
30, 'MAY' ,2010,23,41,51,0,0.00,0.00,0.00,96.7983,25.0075,60.9628,3.0720,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.00,90.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.49,85311,5,2010,20.00,-13.00,40127.00,183.00,40327.48740
4, 'JUN' ,2010,06,53,37,0,248.30,-73.19,3.64,280.9126,-24.1579,50.9003,0.2620,241.9926,-26.1729,56.5036,10.4520,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-48.00,-10.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.51,24817,6,2010,20.00,-13.00,40127.00,214.00,40331.78723
9, 'JUN' ,2010,18,48,11,0,90.48,42.78,2.53,153.6604,12.2275,57.1836,0.6322,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.60,90.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.52,67691,6,2010,20.00,-13.00,40127.00,214.00,40337.28346
12, 'JUN' ,2010,13,04,21,0,63.53,13.74,2.69,65.4522,26.3657,7.1113,1.6513,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.80,10.20,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.53,47061,6,2010,20.00,-13.00,40127.00,214.00,40340.04469
12, 'JUN' ,2010,17,26,06,0,352.00,-1.83,1.58,335.4887,-11.4491,19.6760,0.2760,288.1234,-21.5092,65.9410,0.2754,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-3.50,16.50,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.53,62766,6,2010,20.00,-13.00,40127.00,214.00,40340.22646
20, 'JUN' ,2010,02,51,29,0,80.10,-51.68,1.46,158.8705,10.0065,85.4161,0.1593,110.1302,19.1892,72.3489,0.2504,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-90.00,-53.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.55,10289,6,2010,20.00,-13.00,40127.00,214.00,40347.61909
21, 'JUN' ,2010,03,03,32,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,315.3052,-51.1060,0.0006,2010.55,11012,6,2010,20.00,-13.00,40127.00,214.00,40348.62745
21, 'JUN' ,2010,22,59,14,0,0.00,0.00,0.00,69.5316,26.0523,39.3494,2.5427,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-34.20,-14.20,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.55,82754,6,2010,20.00,-13.00,40127.00,214.00,40349.45780
29, 'JUN' ,2010,19,14,03,0,231.21,27.81,3.32,164.1709,7.7239,63.1522,0.0196,290.2155,-16.4458,75.8537,0.1297,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.30,90.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.57,69243,6,2010,20.00,-13.00,40127.00,214.00,40357.30142
1, 'JUL' ,2010,11,45,23,0,47.13,-3.55,1.01,109.7031,16.1393,68.2675,0.0689,75.2741,25.2771,41.7328,0.0799,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-26.10,-6.10,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.58,42323,7,2010,20.00,-13.00,40127.00,244.00,40358.98985
4, 'JUL' ,2010,22,59,13,0,0.00,0.00,0.00,258.1472,-24.7858,56.2165,1.1576,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-52.80,-32.80,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.59,82753,7,2010,20.00,-13.00,40127.00,244.00,40362.45779
7, 'JUL' ,2010,00,46,38,0,351.07,-6.57,1.00,347.9500,-6.0425,9.6337,0.1594,287.5688,-15.5557,68.9574,0.0679,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-13.50,6.50,0.00,0.00,0.00,357.6000,-6.9000,1.0000,2010.60,02798,7,2010,20.00,-13.00,40127.00,244.00,40364.53238
9, 'JUL' ,2010,14,27,32,0,142.53,17.38,4.47,169.0005,5.5685,23.6476,0.1053,82.2502,24.3711,49.2556,28.8630,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.00,19.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.60,52052,7,2010,20.00,-13.00,40127.00,244.00,40367.10245
13, 'JUL' ,2010,23,31,34,0,82.06,13.00,3.74,351.6251,-4.3823,86.7394,0.0691,105.0319,15.7803,27.1131,0.4829,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-14.70,5.30,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.61,84694,7,2010,20.00,-13.00,40127.00,244.00,40371.48025
14, 'JUL' ,2010,16,27,20,0,307.94,61.30,9.69,87.9475,23.6705,73.7966,0.7987,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,4.60,90.00,0.00,0.00,0.00,327.1495,70.4386,16.0631,2010.62,59240,7,2010,20.00,-13.00,40127.00,244.00,40372.18565
15, 'JUL' ,2010,00,13,23,0,0.00,0.00,0.00,284.7544,-15.8984,40.1739,0.1494,268.3242,-23.4106,31.9816,1.2987,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,12.80,32.80,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.62,00803,7,2010,20.00,-13.00,40127.00,244.00,40372.50929
17, 'JUL' ,2010,08,55,06,0,287.06,0.66,8.84,284.0691,-16.3674,32.9611,0.4140,187.1783,-70.9850,86.2573,5.2750,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2010.62,32106,7,2010,20.00,-13.00,40127.00,244.00,40374.87160
19, 'JUL' ,2010,23,44,04,0,0.00,0.00,0.00,104.1693,16.6924,20.7695,0.1252,94.1428,22.5421,30.9143,1.1504,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-30.40,-10.40,188.60,2.20,66.60,0.0000,0.0000,0.0000,2010.63,85444,7,2010,20.00,-13.00,40127.00,244.00,40377.48894
