DAY,MONTH,YEAR,HOURS1,MINUTES1,SECONDS1,BATSE .,BATSE/GBM RA,BATSE/GBM DEC,BATSE/GBM R,"IPN RA1","IPN DEC1","IPN R1","IPN DR1","IPN RA2","IPN DEC2","IPN R2","IPN DR2","WATCH RA","WATCH DEC","WATCH R","COMPTEL RA","COMPTEL DEC","COMPTEL R","EGRET RA","EGRET DEC","EGRET R","PHEBUS RA","PHEBUS DEC","PHEBUS R","SIGMA RA","SIGMA DEC","SIGMA R","SAX RA","SAX DEC","SAX R","HETE RA","HETE DEC","HETE R","KONUS ECLIPTIC1","KONUS ECLIPTIC2","PLANET BLOCKING RA","PLANET BLOCKING DEC","PLANET  BLOCKING RADIUS","OTHER LOCALIZATION RA","OTHER LOCALIZATION DEC","OTHER LOCALIZATION RADIUS",Y,SOD,MN1,YR1,A,B,C,D,JD
10, 'DEC' ,2011,17,15,43,0,0.00,0.00,0.00,165.3919,8.7923,41.3050,0.1504,63.2031,18.5338,58.4433,0.2196,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-19.00,1.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2012.02,62143,12,2011,20.00,-13.00,40492.00,397.00,40886.21925
15, 'DEC' ,2011,20,28,05,0,0.00,0.00,0.00,166.7553,8.3885,54.7821,0.0916,242.5427,-18.2136,39.9291,0.1751,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.30,40.30,0.00,0.00,0.00,0.0000,0.0000,0.0000,2012.04,73685,12,2011,20.00,-13.00,40492.00,397.00,40891.35284
16, 'DEC' ,2011,09,20,31,0,185.99,5.83,1.37,242.7113,-18.2665,57.9967,0.1425,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-2.70,17.30,0.00,0.00,0.00,184.7973,3.4174,14.2720,2012.04,33631,12,2011,20.00,-13.00,40492.00,397.00,40891.88925
19, 'DEC' ,2011,13,05,34,0,0.00,0.00,0.00,238.8288,-23.2675,66.7165,13.5849,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.30,90.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2012.05,47134,12,2011,20.00,-13.00,40492.00,397.00,40895.04553
20, 'DEC' ,2011,11,40,26,0,267.60,-56.05,1.39,348.2668,-7.8882,78.3782,0.1409,245.1950,-19.0218,44.2201,0.1464,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-42.30,-22.30,0.00,0.00,0.00,0.0000,0.0000,0.0000,2012.05,42026,12,2011,20.00,-13.00,40492.00,397.00,40895.98641
21, 'DEC' ,2011,17,43,30,0,10.16,-29.77,1.92,348.6535,-7.7591,35.8809,0.1340,63.5984,19.4398,73.2252,0.6730,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-71.10,-51.10,0.00,0.00,0.00,0.0000,0.0000,0.0000,2012.05,63810,12,2011,20.00,-13.00,40492.00,397.00,40897.23854
22, 'DEC' ,2011,14,51,55,0,0.00,0.00,0.00,168.9163,7.6772,61.7240,0.0889,67.1552,19.5730,79.2249,0.0603,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-12.70,45.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2012.06,53515,12,2011,20.00,-13.00,40492.00,397.00,40898.11939
30, 'DEC' ,2011,16,23,08,0,150.19,33.43,2.78,171.6003,6.7851,32.9408,0.7703,76.9884,21.7956,68.9389,0.2140,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.60,34.60,0.00,0.00,0.00,0.0000,0.0000,0.0000,2012.08,58988,12,2011,20.00,-13.00,40492.00,397.00,40906.18273
30, 'DEC' ,2011,19,39,32,0,242.61,-22.12,2.02,171.6353,6.7725,76.6129,0.1297,257.1689,-21.8303,11.7424,0.5072,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-9.80,10.20,0.00,0.00,0.00,0.0000,0.0000,0.0000,2012.08,70772,12,2011,20.00,-13.00,40492.00,397.00,40906.31912
2, 'JAN' ,2012,02,15,55,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,28.20,48.20,0.00,0.00,0.00,276.2240,24.7130,0.0166,2012.08,08155,13,2011,20.00,-13.00,40492.00,428.00,40908.59439
7, 'JAN' ,2012,09,12,15,0,246.40,-69.93,0.50,173.2487,6.3123,89.8864,0.2056,268.4205,-23.3701,48.5903,0.1117,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-90.00,90.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2012.10,33135,13,2011,20.00,-13.00,40492.00,428.00,40913.88351
11, 'JAN' ,2012,23,37,13,0,0.00,0.00,0.00,95.8084,23.8166,82.0349,0.0455,266.7744,-30.3314,87.8008,1.0068,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-90.00,-34.00,140.10,28.50,66.40,0.0000,0.0000,0.0000,2012.11,85033,13,2011,20.00,-13.00,40492.00,428.00,40918.48418
18, 'JAN' ,2012,21,32,45,0,166.57,47.87,7.17,107.2794,23.6984,49.2931,0.0849,102.8497,26.3481,50.7993,1.1980,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.10,27.10,0.00,0.00,0.00,0.0000,0.0000,0.0000,2012.13,77565,13,2011,20.00,-13.00,40492.00,428.00,40925.39774
19, 'JAN' ,2012,04,04,30,0,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,120.0288,-9.0818,0.0004,2012.13,14670,13,2011,20.00,-13.00,40492.00,428.00,40925.66979
19, 'JAN' ,2012,05,29,49,0,0.00,0.00,0.00,174.7430,6.0468,69.1768,0.1682,287.8104,-23.6890,84.9245,0.0941,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-66.40,-46.40,0.00,0.00,0.00,0.0000,0.0000,0.0000,2012.13,19789,13,2011,20.00,-13.00,40492.00,428.00,40925.72904
22, 'JAN' ,2012,07,12,06,0,96.58,16.53,2.69,174.8922,6.0826,81.8068,0.6147,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,88.2264,17.1303,16.8660,2012.14,25926,13,2011,20.00,-13.00,40492.00,428.00,40928.80007
29, 'JAN' ,2012,13,55,46,0,30.44,59.28,0.93,125.5897,21.4022,74.2674,0.0867,126.1706,24.5521,72.1483,0.8139,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-90.00,90.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2012.16,50146,13,2011,20.00,-13.00,40492.00,428.00,40936.08039
1, 'FEB' ,2012,11,41,57,0,0.00,0.00,0.00,310.6306,-20.3065,73.8523,0.0423,312.8797,-23.2318,75.0013,4.4831,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-1.00,19.00,329.00,-18.60,66.40,0.0000,0.0000,0.0000,2012.16,42117,14,2011,20.00,-13.00,40492.00,459.00,40938.98747
4, 'FEB' ,2012,01,17,07,0,292.58,-3.57,1.00,353.9972,-6.8787,55.5195,0.2749,315.0938,-19.1681,22.8269,0.1990,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,7.10,27.10,0.00,0.00,0.00,0.0000,0.0000,0.0000,2012.17,04627,14,2011,20.00,-13.00,40492.00,459.00,40941.55355
5, 'FEB' ,2012,10,18,40,0,0.00,0.00,0.00,332.3148,56.5421,80.1395,44.8272,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,318.80,-20.30,66.30,0.0000,0.0000,0.0000,2012.18,37120,14,2011,20.00,-13.00,40492.00,459.00,40942.92963
6, 'FEB' ,2012,19,14,45,0,0.00,0.00,0.00,353.6546,-7.0962,88.4524,0.1253,139.8935,17.7586,65.1537,0.0795,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-53.90,-33.90,0.00,0.00,0.00,0.0000,0.0000,0.0000,2012.18,69285,14,2011,20.00,-13.00,40492.00,459.00,40944.30191
6, 'FEB' ,2012,22,46,16,0,73.45,58.41,2.25,353.6360,-7.1090,88.1266,0.1151,140.1515,17.6824,64.4604,0.0832,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.70,44.70,0.00,0.00,0.00,0.0000,0.0000,0.0000,2012.18,81976,14,2011,20.00,-13.00,40492.00,459.00,40944.44880
17, 'FEB' ,2012,19,23,50,0,122.44,36.77,3.23,158.9911,10.3579,40.2653,0.1360,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,16.70,36.70,0.00,0.00,0.00,126.2130,35.8375,16.3030,2012.21,69830,14,2011,20.00,-13.00,40492.00,459.00,40955.30822
17, 'FEB' ,2012,21,41,57,0,298.73,32.70,1.50,351.4904,-8.2124,60.7040,0.1420,339.1474,-10.2851,54.1834,0.1045,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,49.30,69.30,0.00,0.00,0.00,0.0000,0.0000,0.0000,2012.21,78117,14,2011,20.00,-13.00,40492.00,459.00,40955.40413
22, 'FEB' ,2012,00,29,36,0,299.55,26.49,2.76,345.9578,-6.8819,54.7301,0.0882,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,23.10,90.00,0.00,0.00,0.00,293.8719,24.7558,17.3386,2012.22,01776,14,2011,20.00,-13.00,40492.00,459.00,40959.52056
23, 'FEB' ,2012,22,23,48,0,219.61,-7.46,2.74,169.0661,5.3033,53.6883,0.2414,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.10,21.10,0.00,0.00,0.00,211.0802,-1.5738,19.2258,2012.22,80628,14,2011,20.00,-13.00,40492.00,459.00,40961.43319
26, 'FEB' ,2012,10,44,16,0,87.59,52.35,1.15,172.8723,3.1052,80.2369,0.1199,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.30,40.30,0.00,0.00,0.00,92.4491,55.7192,17.2533,2012.23,38656,14,2011,20.00,-13.00,40492.00,459.00,40963.94741
26, 'FEB' ,2012,20,54,17,0,302.93,48.67,6.01,348.7433,-9.4125,70.6568,0.1770,353.4350,-2.7389,67.4581,0.1014,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,49.30,69.30,0.00,0.00,0.00,0.0000,0.0000,0.0000,2012.23,75257,14,2011,20.00,-13.00,40492.00,459.00,40964.37103
27, 'FEB' ,2012,09,22,45,0,84.76,8.50,6.33,168.5664,9.4813,79.8653,0.1398,174.1767,2.3041,85.4384,0.1060,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-90.00,90.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2012.24,33765,14,2011,20.00,-13.00,40492.00,459.00,40964.89080
27, 'FEB' ,2012,17,24,41,0,256.73,-88.86,1.21,348.4554,-9.5245,80.2193,0.1458,354.6433,-2.0243,87.6627,0.1259,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-77.80,-57.80,0.00,0.00,0.00,0.0000,0.0000,0.0000,2012.24,62681,14,2011,20.00,-13.00,40492.00,459.00,40965.22547
4, 'MAR' ,2012,01,27,48,0,127.15,-61.12,1.00,187.1861,-0.5661,85.8924,17.1752,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-90.00,-72.70,0.00,0.00,0.00,144.7419,-59.2221,14.6545,2012.26,05268,3,2012,20.00,-13.00,40858.00,122.00,40970.56097
4, 'MAR' ,2012,05,57,47,0,277.28,-46.22,1.00,181.1409,-2.1851,89.7543,0.1226,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-31.70,-11.70,0.00,0.00,0.00,264.6310,-46.9526,15.4363,2012.26,21467,3,2012,20.00,-13.00,40858.00,122.00,40970.74846
16, 'MAR' ,2012,00,11,02,0,57.02,-56.29,0.58,342.4653,-11.6259,71.7582,0.1975,18.3104,7.6530,71.2869,0.7482,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-73.10,-53.10,0.00,0.00,0.00,0.0000,0.0000,0.0000,2012.29,00662,3,2012,20.00,-13.00,40858.00,122.00,40982.50766
19, 'MAR' ,2012,04,39,23,0,0.00,0.00,0.00,201.0110,-9.2736,43.8797,43.8861,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.60,34.60,166.30,15.70,66.70,0.0000,0.0000,0.0000,2012.30,16763,3,2012,20.00,-13.00,40858.00,122.00,40985.69402
23, 'MAR' ,2012,03,52,49,0,211.10,-45.23,3.79,178.5236,-2.7421,53.0208,0.3567,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-22.70,-2.70,0.00,0.00,0.00,207.2360,-42.4883,18.1630,2012.31,13969,3,2012,20.00,-13.00,40858.00,122.00,40989.66168
23, 'MAR' ,2012,12,10,19,0,340.41,29.72,0.15,358.2691,2.5534,32.0060,0.1860,23.8149,11.1073,44.4116,0.8746,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,24.70,44.70,0.00,0.00,0.00,0.0000,0.0000,0.0000,2012.31,43819,3,2012,20.00,-13.00,40858.00,122.00,40990.00716
27, 'MAR' ,2012,10,01,49,0,170.41,23.76,13.00,150.3280,-60.2957,82.4210,20.3407,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2012.32,36109,3,2012,20.00,-13.00,40858.00,122.00,40993.91793
28, 'MAR' ,2012,06,26,20,0,228.14,22.80,1.00,175.0930,0.0081,57.8824,0.1876,206.7838,-13.0024,44.7713,2.3240,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,37.00,57.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2012.32,23180,3,2012,20.00,-13.00,40858.00,122.00,40994.76829
9, 'APR' ,2012,19,56,22,0,0.00,0.00,0.00,157.2615,12.5966,24.7342,0.2949,175.2930,3.3088,33.6366,0.2511,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.30,40.30,0.00,0.00,0.00,0.0000,0.0000,0.0000,2012.35,71782,4,2012,20.00,-13.00,40858.00,153.00,41007.33081
11, 'APR' ,2012,12,05,23,0,0.00,0.00,0.00,32.8183,17.1665,72.5008,30.9935,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,13.60,33.60,0.00,0.00,0.00,0.0000,0.0000,0.0000,2012.36,43523,4,2012,20.00,-13.00,40858.00,153.00,41009.00374
15, 'APR' ,2012,01,49,57,0,213.54,16.73,4.36,179.1711,2.5007,21.4306,0.4489,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3.00,23.00,0.00,0.00,0.00,185.3334,6.8079,17.7544,2012.37,06597,4,2012,20.00,-13.00,40858.00,153.00,41012.57635
20, 'APR' ,2012,07,26,16,0,0.00,0.00,0.00,218.1589,-14.5025,71.4914,0.5166,215.6318,-18.8365,66.6582,0.3309,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-71.10,-51.10,141.60,-14.10,66.60,0.0000,0.0000,0.0000,2012.38,26776,4,2012,20.00,-13.00,40858.00,153.00,41017.80991
26, 'APR' ,2012,02,09,14,0,111.54,-65.63,0.35,157.6422,11.7218,84.4172,0.0977,189.9565,-1.1289,84.2111,0.0989,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-90.00,-73.90,0.00,0.00,0.00,0.0000,0.0000,0.0000,2012.40,07754,4,2012,20.00,-13.00,40858.00,153.00,41023.58975
27, 'APR' ,2012,01,17,29,0,0.00,0.00,0.00,157.7538,11.6417,64.5925,0.2037,191.1381,-1.6153,44.5440,0.1560,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,53.10,73.10,0.00,0.00,0.00,0.0000,0.0000,0.0000,2012.40,04649,4,2012,20.00,-13.00,40858.00,153.00,41024.55381
28, 'APR' ,2012,17,26,19,0,0.00,0.00,0.00,157.9650,11.4890,42.7915,0.1394,193.2525,-2.5021,70.1675,0.1059,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,28.20,48.20,0.00,0.00,0.00,0.0000,0.0000,0.0000,2012.40,62779,4,2012,20.00,-13.00,40858.00,153.00,41026.22661
28, 'APR' ,2012,22,50,09,0,0.00,0.00,0.00,37.8708,20.1458,86.1072,63.8467,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,14.60,34.60,136.30,14.70,66.50,0.0000,0.0000,0.0000,2012.40,82209,4,2012,20.00,-13.00,40858.00,153.00,41026.45149
9, 'MAY' ,2012,14,52,02,0,195.39,38.31,16.80,208.7072,-66.1084,51.2267,16.1693,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2012.44,53522,5,2012,20.00,-13.00,40858.00,183.00,41037.11947
11, 'MAY' ,2012,15,18,47,0,226.93,-60.49,2.07,212.4872,-10.8926,52.9004,0.1505,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-46.40,-26.40,0.00,0.00,0.00,229.9639,-57.6447,14.9514,2012.44,55127,5,2012,20.00,-13.00,40858.00,183.00,41039.13804
16, 'MAY' ,2012,01,20,59,0,0.00,0.00,0.00,341.0757,-9.6911,60.8709,0.4363,40.4234,14.2018,81.4670,0.1018,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-62.60,-42.60,0.00,0.00,0.00,0.0000,0.0000,0.0000,2012.46,04859,5,2012,20.00,-13.00,40858.00,183.00,41043.55624
19, 'MAY' ,2012,17,18,14,0,180.25,20.55,2.69,162.6085,8.8904,19.7656,0.2448,227.6060,-16.8279,62.1610,0.1071,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,10.30,30.30,0.00,0.00,0.00,0.0000,0.0000,0.0000,2012.46,62294,5,2012,20.00,-13.00,40858.00,183.00,41047.22100
22, 'MAY' ,2012,03,11,07,0,0.00,0.00,0.00,163.3410,8.5189,70.6439,0.0841,232.6508,-18.5301,62.8150,0.0854,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-68.50,-48.50,0.00,0.00,0.00,0.0000,0.0000,0.0000,2012.47,11467,5,2012,20.00,-13.00,40858.00,183.00,41049.63272
22, 'MAY' ,2012,08,39,16,0,56.07,54.85,2.02,53.1285,18.6843,38.6695,0.1579,43.6780,21.5199,36.3983,2.5675,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,49.30,69.30,0.00,0.00,0.00,0.0000,0.0000,0.0000,2012.47,31156,5,2012,20.00,-13.00,40858.00,183.00,41049.86060
26, 'MAY' ,2012,07,16,40,0,0.00,0.00,0.00,344.6777,-7.8461,68.5006,0.0850,45.8684,21.6654,57.3347,0.7191,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-56.90,-36.90,0.00,0.00,0.00,0.0000,0.0000,0.0000,2012.48,26200,5,2012,20.00,-13.00,40858.00,183.00,41053.80324
30, 'MAY' ,2012,02,53,41,0,175.96,78.83,3.27,70.7918,23.1801,72.6179,0.1200,47.6191,21.7236,80.5802,5.2685,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,20.30,90.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2012.49,10421,5,2012,20.00,-13.00,40858.00,183.00,41057.62061
2, 'JUN' ,2012,05,00,00,0,0.00,0.00,0.00,167.0843,6.6568,85.9246,0.0749,78.0674,24.3378,64.3534,0.0820,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.00,0.00,0.00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,-70.00,-50.00,0.00,0.00,0.00,0.0000,0.0000,0.0000,2012.50,18000,6,2012,20.00,-13.00,40858.00,214.00,41060.70833
