GRBa,GRB X-ray position,Error,Instrument,IPNb,XAb,OTb,RAb,IAUC,zc,position,sod,seen_by_fermi,name
110915B,05h10m12s +01° 56',4,AGILE,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (77.55, 1.93333333)>",49880.16,False,
110915A,20h43m24s -00° 43',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (310.85, -0.71666667)>",49880.16,False,
110906A,19h47m34s -26° 13',3.8,Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (296.89166667, -26.21666667)>",49880.16,False,
110903A,13h08m09s +59° 00',3,INTEGRAL,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (197.0375, 59.)>",9595.12,True,bn110903111
110827A,10h56m23s +53° 47',3,Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (164.09583333, 53.78333333)>",9595.12,False,
110825A,02h59m35s +15° 24',120*1,Fermi,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (44.89583333, 15.4)>",9595.12,False,
110820B,10h30m20s -54° 36',120*2,IPN,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (157.58333333, -54.6)>",9595.12,False,
110820A,22h53m20s +70° 18',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (343.33333333, 70.3)>",9595.12,False,
110818A,21h09m32s -63° 58',3,Swift,,y,y,,,3.36,"<SkyCoord (ICRS): (ra, dec) in deg
    (317.38333333, -63.96666667)>",74269.2,True,bn110818860
110815A,05h41m11s +32° 27',6*32,IPN,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (85.29583333, 32.45)>",74269.2,False,
110812A,23h53m38s +72° 12',3,AGILE,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (358.40833333, 72.2)>",74269.2,False,
110808A,03h49m03s -44° 11',3,Swift,y,y,y,,,1.348,"<SkyCoord (ICRS): (ra, dec) in deg
    (57.2625, -44.18333333)>",74269.2,False,
110802AS,02h57m49s +32° 36',50*1,IPN,y,,&nbsp,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (44.45416667, 32.6)>",74269.2,False,
110801A,05h59m22s +80° 59',3,Swift,,y,y,,,1.858,"<SkyCoord (ICRS): (ra, dec) in deg
    (89.84166667, 80.98333333)>",74269.2,False,
110731A,18h42m05s -28° 33',3,Swift,y,y,y,,,2.83,"<SkyCoord (ICRS): (ra, dec) in deg
    (280.52083333, -28.55)>",40170.45,True,bn110731465
110726A,19h07m00s +56° 03',3,Swift,,y,y,,,1.036-2.7,"<SkyCoord (ICRS): (ra, dec) in deg
    (286.75, 56.05)>",40170.45,False,
110721A,22h13m36s -39° 00',45,Fermi,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (333.4, -39.)>",40170.45,False,
110719A,01h38m15s +34° 34',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (24.5625, 34.56666667)>",40170.45,False,
110715A,15h50m38s -46° 14',3,Swift,y,y,y,y,,0.82,"<SkyCoord (ICRS): (ra, dec) in deg
    (237.65833333, -46.23333333)>",40170.45,False,
110709B,10h58m27s -23° 29',3,Swift,y,y,,y,,2.09?,"<SkyCoord (ICRS): (ra, dec) in deg
    (164.6125, -23.48333333)>",40170.45,False,
110709A,15h55m35s +40° 54',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (238.89583333, 40.9)>",55467.37,True,bn110709642
110708A,22h40m20s +53° 57',3,INTEGRAL,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (340.08333333, 53.95)>",55467.37,False,
110625A,19h07m00s +06° 45',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (286.75, 6.75)>",76108.42,True,bn110625881
110610A,20h32m36s +74° 49',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (308.15, 74.81666667)>",55292.55,True,bn110610640
110604A,18h04m01s +18° 28',5,IPN,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (271.00416667, 18.46666667)>",55292.55,False,
110530A,18h48m11s +61° 65',3,Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (282.04583333, 61.91666667)>",55292.55,False,
110521A,08h00m35s +45° 48',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (120.14583333, 45.8)>",55292.55,False,
110520A,08h57m30s +56° 24',3,Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (134.375, 56.4)>",55292.55,False,
110519A,17h26m31s -23° 24',3,Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (261.62916667, -23.4)>",55292.55,False,
110518A,04h28m43s -34° 12',90*6,IPN,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (67.17916667, -34.2)>",55292.55,False,
110503A,08h51m12s +52° 13',3,Swift,y,y,y,y,,1.613,"<SkyCoord (ICRS): (ra, dec) in deg
    (132.8, 52.21666667)>",55292.55,False,
110428A,00h21m12s +64° 48',9,Fermi,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (5.3, 64.8)>",55292.55,False,
110426A,14h44m00s -11° 10',15*180,MAXI,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (221., -11.16666667)>",55292.55,False,
110422A,07h27m59s +75° 06',3,Swift,y,y,y,,,1.770,"<SkyCoord (ICRS): (ra, dec) in deg
    (111.99583333, 75.1)>",55292.55,False,
110420BS,21h20m12s -41° 16',3,Swift,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (320.05, -41.26666667)>",55292.55,False,
110420A,00h08m40s -37° 51',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (2.16666667, -37.85)>",55292.55,False,
110414A,06h31m30s +24° 22',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (97.875, 24.36666667)>",55292.55,False,
110412A,08h53m58s +13° 31',3,Swift,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (133.49166667, 13.51666667)>",27215.71,True,bn110412315
110411A,19h25m45s +67° 44',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (291.4375, 67.73333333)>",27215.71,False,
110407A,12h23m59s +15° 43',3,Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (185.99583333, 15.71666667)>",27215.71,False,
110406A,01h09m22s +35° 49',24*25,INTEGRAL,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (17.34166667, 35.81666667)>",27215.71,False,
110402AS,13h09m41s +61° 14',3,Swift,y,y,y,,,0.854h,"<SkyCoord (ICRS): (ra, dec) in deg
    (197.42083333, 61.23333333)>",27215.71,False,
110328B,07h50m24s +43° 12',102,Fermi,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (117.6, 43.2)>",27215.71,False,
110319B,21h44m18s -56° 46',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (326.075, -56.76666667)>",27215.71,True,bn110319320
110319A,23h45m36s -66° 01',3,Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (356.4, -66.01666667)>",27215.71,False,
110318B,14h06m47s -51° 34',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (211.69583333, -51.56666667)>",27215.71,False,
110318A,22h33m06s -15° 17',3,Swift,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (338.275, -15.28333333)>",47659.6,True,bn110318552
110315A,18h36m46s +17° 32',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (279.19166667, 17.53333333)>",47659.6,False,
110312A,10h29m55s -05° 15',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (157.47916667, -5.25)>",47659.6,False,
110305A,17h23m31s -15° 47',3,Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (260.87916667, -15.78333333)>",47659.6,False,
110223B,10h01m06s -68° 20',3,Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (150.275, -68.33333333)>",47659.6,False,
110223A,23h02m24s +87° 34',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (345.6, 87.56666667)>",47659.6,False,
110213B,02h46m27s +01° 11',10,MAXI,y,y,y,,,1.083,"<SkyCoord (ICRS): (ra, dec) in deg
    (41.6125, 1.18333333)>",47659.6,False,
110213A,02h52m01s +49° 17',3,Swift,y,y,y,,,1.46,"<SkyCoord (ICRS): (ra, dec) in deg
    (43.00416667, 49.28333333)>",19031.27,True,bn110213220
110212A,04h36m13s +43° 42',3,Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (69.05416667, 43.7)>",19031.27,False,
110210A,00h52m19s +07° 47',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (13.07916667, 7.78333333)>",19031.27,False,
110208A,01h29m56s -20° 38',3,Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (22.48333333, -20.63333333)>",19031.27,False,
110207A,00h50m10s -10° 48',3,Swift,y,n,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (12.54166667, -10.8)>",40639.75,True,bn110207470
110206A,06h09m29s -58° 47',3.3,INTEGRAL,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (92.37083333, -58.78333333)>",40639.75,False,
110205A,10h58m21s +67° 31',3,Swift,y,y,y,y,,2.22,"<SkyCoord (ICRS): (ra, dec) in deg
    (164.5875, 67.51666667)>",40639.75,False,
110201A,09h08m16s +88° 36',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (137.06666667, 88.6)>",34508.89,True,bn110201399
110128A,12h55m30s +28° 05',3,Swift,y,y,y,,,2.339,"<SkyCoord (ICRS): (ra, dec) in deg
    (193.875, 28.08333333)>",6273.0,True,bn110128073
110119A,23h14m14s +05° 59',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (348.55833333, 5.98333333)>",80458.37,True,bn110119931
110112B,00h42m24s +64° 24',3,INTEGRAL,y,,,n,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (10.6, 64.4)>",80695.28,True,bn110112934
110112AS,21h59m46s +26° 29',3,Swift,,y,y,n,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (329.94166667, 26.48333333)>",80695.28,False,
110107A,19h59m34s +41° 53',3,Swift,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (299.89166667, 41.88333333)>",76551.8,True,bn110107886
110106B,08h56m47s +47° 00',3,Swift,y,y,y,n,,0.618,"<SkyCoord (ICRS): (ra, dec) in deg
    (134.19583333, 47.)>",77177.01,True,bn110106893
110106A,05h17m08s +64° 11',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (79.28333333, 64.18333333)>",77177.01,False,
110102A,16h23m31s +07° 37',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (245.87916667, 7.61666667)>",67945.47,True,bn110102788
101225A,00h00m56s +44° 36',3,Swift,,y,y,,,0.847,"<SkyCoord (ICRS): (ra, dec) in deg
    (0.23333333, 44.6)>",67945.47,False,
101224AS,19h03m42s +45° 43',3,Swift,y,y,,n,,0.4536h,"<SkyCoord (ICRS): (ra, dec) in deg
    (285.925, 45.71666667)>",67945.47,False,
101219B,00h49m02s -34° 32',3,Swift,y,y,y,y?,,0.55,"<SkyCoord (ICRS): (ra, dec) in deg
    (12.25833333, -34.53333333)>",59273.51,True,bn101219686
101219AS,04h58m28s -02° 32',3,Swift,y,y,,,,0.718h,"<SkyCoord (ICRS): (ra, dec) in deg
    (74.61666667, -2.53333333)>",59273.51,False,
101213A,16h05m09s +21° 55',3,Swift,y,y,,,,0.414,"<SkyCoord (ICRS): (ra, dec) in deg
    (241.2875, 21.91666667)>",38960.8,True,bn101213451
101204A,11h10m12s -20° 26',3,Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (167.55, -20.43333333)>",38960.8,False,
101201A,00h07m49s -16° 12',3,Fermi,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (1.95416667, -16.2)>",38960.8,False,
101129AS,10h23m41s -17° 39',3,Fermi,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (155.92083333, -17.65)>",38960.8,False,
101117B,11h31m38s -72° 40',3,Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (172.90833333, -72.66666667)>",38960.8,False,
101114A,20h12m46s +14° 02',1.8,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (303.19166667, 14.03333333)>",38960.8,False,
101112A,19h28m54s +39° 21',2.6,INTEGRAL,y,y,y,y?,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (292.225, 39.35)>",79826.21,True,bn101112924
101030A,11h05m34s -16° 23',3,Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (166.39166667, -16.38333333)>",79826.21,False,
101024A,04h25m54s -77° 15',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (66.475, -77.25)>",41969.82,True,bn101024486
101023A,21h11m49s -65° 24',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (317.95416667, -65.4)>",82204.73,True,bn101023951
101020A,12h38m16s +23° 10',3,Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (189.56666667, 23.16666667)>",82204.73,False,
101017A,19h25m31s -35° 08',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (291.37916667, -35.13333333)>",82204.73,False,
101011A,03h13m12s -65° 59',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (48.3, -65.98333333)>",61116.53,True,bn101011707
101008A,21h55m34s +37° 04',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (328.89166667, 37.06666667)>",60195.61,True,bn101008697
100928A,14h52m09s -28° 34',3,Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (223.0375, -28.56666667)>",60195.61,False,
100924A,00h02m41s +07° 01',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (0.67083333, 7.01666667)>",14288.32,True,bn100924165
100917A,19h17m04s -17° 06',3,Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (289.26666667, -17.1)>",14288.32,False,
100915B,05h41m31s +25° 05',3,INTEGRAL,y,n,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (85.37916667, 25.08333333)>",20979.66,True,bn100915243
100915A,21h02m36s +65° 40',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (315.65, 65.66666667)>",20979.66,False,
100909A,04h55m48s +54° 39',2,INTEGRAL,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (73.95, 54.65)>",20979.66,False,
100906A,01h54m50s +55° 37',3,Swift,y,y,y,,,1.727,"<SkyCoord (ICRS): (ra, dec) in deg
    (28.70833333, 55.61666667)>",49767.41,True,bn100906576
100905A,02h06m07s +14° 56',3,Swift,,y,y,,,7.9,"<SkyCoord (ICRS): (ra, dec) in deg
    (31.52916667, 14.93333333)>",49767.41,False,
100904A,11h31m41s -16° 13',3,Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (172.92083333, -16.21666667)>",49767.41,False,
100902A,03h14m35s +30° 58',3,Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (48.64583333, 30.96666667)>",49767.41,False,
100901A,01h48m59s +22° 45',3,Swift,,y,y,,,1.408,"<SkyCoord (ICRS): (ra, dec) in deg
    (27.24583333, 22.75)>",49767.41,False,
100823A,01h22m49s +05° 51',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (20.70416667, 5.85)>",49767.41,False,
100816AS,23h26m58s +26° 34',3,Swift,y,y,y,,,0.8035,"<SkyCoord (ICRS): (ra, dec) in deg
    (351.74166667, 26.56666667)>",49767.41,False,
100814A,01h29m55s -17° 59',3,Swift,y,y,y,y,,1.44,"<SkyCoord (ICRS): (ra, dec) in deg
    (22.47916667, -17.98333333)>",13808.81,True,bn100814160
100807A,03h41m18s +67° 41',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (55.325, 67.68333333)>",13808.81,False,
100805A,19h59m30s +52° 37',3,Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (299.875, 52.61666667)>",13808.81,False,
100802A,00h09m50s +47° 45',3,Swift,,y,y,,,<3.1,"<SkyCoord (ICRS): (ra, dec) in deg
    (2.45833333, 47.75)>",20736.16,True,bn100802240
100728B,02h56m13s +00° 17',3,Swift,y,y,y,,,2.106,"<SkyCoord (ICRS): (ra, dec) in deg
    (44.05416667, 0.28333333)>",37914.97,True,bn100728439
100728A,05h08m16s -14° 20',3,Swift,y,y,y,,,1.567,"<SkyCoord (ICRS): (ra, dec) in deg
    (77.06666667, -14.33333333)>",8250.61,True,bn100728095
100727A,10h16m40s -21° 22',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (154.16666667, -21.36666667)>",20537.78,True,bn100727238
100725B,19h20m06s +76° 57',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (290.025, 76.95)>",41074.49,True,bn100725475
100725A,11h06m04s -26° 41',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (166.51666667, -26.68333333)>",41074.49,False,
100724B,08h00m10s +76° 44',66,Fermi,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (120.04166667, 76.73333333)>",41074.49,False,
100724A,12h58m16s -11° 07',3,Swift,,y,y,,,1.288,"<SkyCoord (ICRS): (ra, dec) in deg
    (194.56666667, -11.11666667)>",41074.49,False,
100719A,07h29m03s -05° 50',3,Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (112.2625, -5.83333333)>",41074.49,False,
100713A,17h00m50s +28° 23',3,INTEGRAL,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (255.20833333, 28.38333333)>",41074.49,False,
100707A,23h52m05s -08° 39',3,IPN,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (358.02083333, -8.65)>",41074.49,True,bn100707480
100704A,08h54m33s -24° 13',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (133.6375, -24.21666667)>",12906.1,True,bn100704149
100703AS,00h38m05s -25° 43',2.8,INTEGRAL,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (9.52083333, -25.71666667)>",12906.1,False,
100702AS,16h22m49s -56° 32',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (245.70416667, -56.53333333)>",12906.1,False,
100628AS,15h03m52s -31° 40',3,Swift,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (225.96666667, -31.66666667)>",12906.1,False,
100625AS,01h03m05s -39° 05',3,Swift,y,y,,,,0.452h,"<SkyCoord (ICRS): (ra, dec) in deg
    (15.77083333, -39.08333333)>",12906.1,False,
100621A,21h01m14s -51° 05',3,Swift,y,y,y,,,0.542,"<SkyCoord (ICRS): (ra, dec) in deg
    (315.30833333, -51.08333333)>",12906.1,False,
100619A,05h38m28s -27° 00',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (84.61666667, -27.)>",1267.24,True,bn100619015
100615A,11h48m50s -19° 30',3,Swift,y,y,,,,1.398,"<SkyCoord (ICRS): (ra, dec) in deg
    (177.20833333, -19.5)>",7143.99,True,bn100615083
100614A,17h34m05s +49° 14',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (263.52083333, 49.23333333)>",7143.99,False,
100606A,23h22m25s -66° 14',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (350.60416667, -66.23333333)>",7143.99,False,
100528A,20h44m29s +27° 49',5,AGILE,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (311.12083333, 27.81666667)>",6487.0,True,bn100528075
100526B,00h02m48s -37° 54',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (0.7, -37.9)>",6487.0,False,
100526A,15h23m08s +25° 38',3,Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (230.78333333, 25.63333333)>",6487.0,False,
100522A,00h27m56s +09° 25',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (6.98333333, 9.41666667)>",13552.29,True,bn100522157
100518A,20h19m13s -24° 32',3,INTEGRAL,,y,y,,,4.0ph,"<SkyCoord (ICRS): (ra, dec) in deg
    (304.80416667, -24.53333333)>",13552.29,False,
100514A,21h55m17s +29° 10',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (328.82083333, 29.16666667)>",13552.29,False,
100513A,11h18m19s +03° 36',3,Swift,,y,y,,,4.772,"<SkyCoord (ICRS): (ra, dec) in deg
    (169.57916667, 3.6)>",13552.29,False,
100510A,23h43m46s -35° 35',30*100',MAXI,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (355.94166667, -35.58333333)>",13552.29,False,
100508A,05h05m00s -20° 43',3,Swift,,y,y,,,0.5201,"<SkyCoord (ICRS): (ra, dec) in deg
    (76.25, -20.71666667)>",13552.29,False,
100504A,17h02m17s -35° 36',3,Swift,y,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (255.57083333, -35.6)>",69655.53,True,bn100504806
100427A,05h56m41s -03° 28',3,Swift,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (89.17083333, -3.46666667)>",69655.53,True,bn100427811
100425A,19h56m45s -26° 26',3,Swift,,y,y,,,1.755,"<SkyCoord (ICRS): (ra, dec) in deg
    (299.1875, -26.43333333)>",69655.53,False,
100424A,13h57m49s +01° 31',3,Swift,,y,y,n,,2.465,"<SkyCoord (ICRS): (ra, dec) in deg
    (209.45416667, 1.51666667)>",69655.53,False,
100423A,09h05m54s +21° 29',3,Swift,y,,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (136.475, 21.48333333)>",69655.53,False,
100420A,19h44m31s +55° 48',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (296.12916667, 55.8)>",69655.53,False,
100418A,17h05m30s +11° 28',3,Swift,,y,y,y,,0.6235,"<SkyCoord (ICRS): (ra, dec) in deg
    (256.375, 11.46666667)>",69655.53,False,
100415A,00h29m48s -16° 24',90*105,MAXI,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (7.45, -16.4)>",69655.53,False,
100414A,12h14m28s +20° 27',11,Fermi,y,y,y,y,,1.368,"<SkyCoord (ICRS): (ra, dec) in deg
    (183.61666667, 20.45)>",69655.53,False,
100413B,23h47m16s +51° 19',3,Swift,,n,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (356.81666667, 51.31666667)>",69655.53,False,
100413A,17h44m52s +15° 50',3,Swift,y,y,n,n,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (266.21666667, 15.83333333)>",69655.53,False,
100401A,19h23m15s -08° 15',2,Swift,y,n,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (290.8125, -8.25)>",69655.53,True,bn100401811
100331B,20h11m57s -11° 04',6,AGILE,,?,n,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (302.9875, -11.06666667)>",69655.53,False,
100331A,17h24m14s -58° 57',3,INTEGRAL,,n,n,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (261.05833333, -58.95)>",69655.53,False,
100325A,22h00m58s -26° 28',54,Fermi,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (330.24166667, -26.46666667)>",69655.53,False,
100324A,06h34m27s -09° 44',3,Swift,,,n,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (98.6125, -9.73333333)>",69655.53,False,
100322BS,05h05m57s +42° 41',3,Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (76.4875, 42.68333333)>",69655.53,False,
100316D,07h10m28s -56° 09',3,Swift,,y,y,,,0.059,"<SkyCoord (ICRS): (ra, dec) in deg
    (107.61666667, -56.15)>",69655.53,False,
100316C,02h09m10s -68° 01',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (32.29166667, -68.01666667)>",69655.53,False,
100316B,10h54m00s -45° 29',3,Swift,,y,y,,,1.180,"<SkyCoord (ICRS): (ra, dec) in deg
    (163.5, -45.48333333)>",69655.53,False,
100316A,16h48m08s +71° 50',3,Swift,,y,y,,,3.155,"<SkyCoord (ICRS): (ra, dec) in deg
    (252.03333333, 71.83333333)>",69655.53,False,
100305A,11h13m28s +42° 23',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (168.36666667, 42.38333333)>",69655.53,False,
100302A,13h01m23s +74° 35',3,Swift,,y,y,,,4.813,"<SkyCoord (ICRS): (ra, dec) in deg
    (195.34583333, 74.58333333)>",69655.53,False,
100225A,20h41m12s -59° 24',72,Fermi,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (310.3, -59.4)>",69655.53,False,
100224A,05h33m52s -08° 00',3,Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (83.46666667, -8.)>",69655.53,False,
100219A,10h16m53s -12° 34',3,Swift,,y,y,,,4.6667,"<SkyCoord (ICRS): (ra, dec) in deg
    (154.22083333, -12.56666667)>",69655.53,False,
100216AS,10h17m03s +35° 31',3,Fermi,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (154.2625, 35.51666667)>",69655.53,False,
100213B,08h17m21s +43° 27',3,Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (124.3375, 43.45)>",69655.53,False,
100213AS,23h17m43s +43° 23',3,Swift,,y,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (349.42916667, 43.38333333)>",69655.53,False,
100212A,23h45m51s +49° 30',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (356.4625, 49.5)>",50842.02,True,bn100212588
100206AS,03h08m42s +13° 10',3,Swift,y,y,,,,0.4068h,"<SkyCoord (ICRS): (ra, dec) in deg
    (47.175, 13.16666667)>",50842.02,False,
100205A,09h25m37s +31° 44',3,Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (141.40416667, 31.73333333)>",50842.02,False,
100203A,06h24m54s +04° 48',3,Swift,,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (96.225, 4.8)>",50842.02,False,
100119A,19h57m18s -53° 10',3,Swift,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (299.325, -53.16666667)>",50842.02,False,
100117AS,00h45m02s -01° 36',3,Swift,y,y,y,,,0.92phh,"<SkyCoord (ICRS): (ra, dec) in deg
    (11.25833333, -1.6)>",50842.02,False,
100116A,20h20m05s +14° 27',21,Fermi,y,,,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (305.02083333, 14.45)>",50842.02,False,
100115A,00h13m20s -00° 49',4,Swift,,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (3.33333333, -0.81666667)>",50842.02,False,
100111A,16h28m09s +15° 33',3,Swift,y,y,y,,,,"<SkyCoord (ICRS): (ra, dec) in deg
    (247.0375, 15.55)>",15169.03,True,bn100111176
